epoch,train loss,train accuracy,validation loss,validation accuracy
1,1.778297329788208,0.38297998905181885,1.3248820775633405,0.5252000093460083
2,1.3003454014968872,0.5303999781608582,1.2286822587061839,0.5906999707221985
3,1.1097349259567262,0.6050000190734863,0.9804641300705588,0.6640999913215637
4,0.99092795753479,0.6528800129890442,0.8358043473996933,0.7063000202178955
5,0.9107051509666443,0.6844199895858765,0.8995759168248267,0.6980000138282776
6,0.8552244005584717,0.7036799788475037,0.7246785139202312,0.7455999851226807
7,0.804911748008728,0.7210599780082703,0.769933583250471,0.737500011920929
8,0.7658026256561279,0.7363200187683105,0.7158739714865472,0.7601000070571899
9,0.7346914847183228,0.7493399977684021,0.5842188131657375,0.7954000234603882
10,0.7047506754302979,0.7588000297546387,0.5797094598317601,0.7998999953269958
11,0.6733554597473145,0.7690399885177612,0.5701597264617871,0.8062999844551086
12,0.6612607229804993,0.7734599709510803,0.6031406248451039,0.8007000088691711
13,0.6416337479972839,0.7813000082969666,0.5118665475944045,0.8277999758720398
14,0.6253325364112854,0.7873799800872803,0.5450372044827528,0.8112999796867371
15,0.6089820261001587,0.7937600016593933,0.5158546082912736,0.8295999765396118
16,0.5938747620201111,0.7989000082015991,0.5553292220185517,0.8131999969482422
17,0.5844175503730774,0.8011599779129028,0.5403517155320781,0.8209999799728394
18,0.5717935980606079,0.8044599890708923,0.510824125094019,0.8281999826431274
19,0.5586492820739746,0.8100600242614746,0.46935674457982846,0.8392000198364258
20,0.5460688004112244,0.813319981098175,0.5047921787022026,0.8345000147819519
21,0.5425471823501586,0.8142200112342834,0.4748926232954499,0.8418999910354614
22,0.53490064909935,0.819920003414154,0.4807188042030213,0.8355000019073486
23,0.5275578476333618,0.8210399746894836,0.45629994931874,0.8481000065803528
24,0.5187480933856964,0.823419988155365,0.5407867805593333,0.826200008392334
25,0.5118459003448487,0.8247799873352051,0.48809622816599096,0.8374000191688538
26,0.5007322867202759,0.828279972076416,0.4598821114962268,0.8474000096321106
27,0.49728141736984255,0.8308799862861633,0.40593553585990977,0.8639000058174133
28,0.49064177570343015,0.8324400186538696,0.4236464997765365,0.8565999865531921
29,0.48459741668701173,0.8343799710273743,0.45613282358950114,0.849399983882904
30,0.4900885849571228,0.834659993648529,0.461339258938838,0.8458999991416931
31,0.4787758782577515,0.8371000289916992,0.43437558232219353,0.8562999963760376
32,0.4734356408882141,0.838100016117096,0.42643157748659705,0.8567000031471252
33,0.47009766427993777,0.841759979724884,0.4189849850858093,0.8571000099182129
34,0.4683439839363098,0.8410199880599976,0.42722254977294594,0.8560000061988831
35,0.46370777364730836,0.8422999978065491,0.41863228513556683,0.8615000247955322
36,0.46196711069107055,0.8429800271987915,0.41207648690339105,0.8626000285148621
37,0.4517477928543091,0.8471199870109558,0.4345561289673398,0.8567000031471252
38,0.4484977665710449,0.8466799855232239,0.3959901781313738,0.8683000206947327
39,0.4438911548614502,0.8509200215339661,0.4006847731626717,0.8680999875068665
40,0.44752583974838256,0.847599983215332,0.39581330808674453,0.8671000003814697
41,0.44419075681686404,0.8503000140190125,0.4272271608281287,0.8607000112533569
42,0.4403062150382996,0.8509799838066101,0.43064113858209296,0.8601999878883362
43,0.4395127867031097,0.8510199785232544,0.37611765414476395,0.8747000098228455
44,0.43479311416625976,0.8517400026321411,0.37100472201587287,0.8744000196456909
45,0.43136265438079835,0.8548399806022644,0.37697296020141835,0.8738999962806702
46,0.42854798075675965,0.8547800183296204,0.41838157803389675,0.8618000149726868
47,0.4243834408378601,0.855679988861084,0.37028866664619203,0.8766999840736389
48,0.4217140479850769,0.8565199971199036,0.41031218180136314,0.864799976348877
49,0.4169781627082825,0.8588600158691406,0.4305375244017619,0.8618999719619751
50,0.4167201796150207,0.859279990196228,0.36701135455992573,0.8769999742507935
